category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Juglans nigra,Black Walnut,No Intervention,Yosemite National Park,157
Vascular Plant,Juglans nigra,Black Walnut,No Intervention,Great Smoky Mountains National Park,59
Vascular Plant,Juglans nigra,Black Walnut,No Intervention,Yellowstone National Park,238
Vascular Plant,Comptonia peregrina,Sweet Fern,No Intervention,Yosemite National Park,140
Vascular Plant,Comptonia peregrina,Sweet Fern,No Intervention,Yellowstone National Park,247
Vascular Plant,Comptonia peregrina,Sweet Fern,No Intervention,Bryce National Park,50
Vascular Plant,Comptonia peregrina,Sweet Fern,No Intervention,Great Smoky Mountains National Park,37
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,No Intervention,Yosemite National Park,181
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,No Intervention,Bryce National Park,91
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,No Intervention,Yellowstone National Park,282
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,No Intervention,Great Smoky Mountains National Park,97
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Bryce National Park,102
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Yosemite National Park,154
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Bryce National Park,73
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Yellowstone National Park,214
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Yosemite National Park,172
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Yellowstone National Park,306
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Great Smoky Mountains National Park,109
Vascular Plant,Apocynum androsaemifolium,Spreading Dogbane,No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Bryce National Park,102
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Yosemite National Park,154
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Bryce National Park,73
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Yellowstone National Park,214
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Yosemite National Park,172
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Yellowstone National Park,306
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Great Smoky Mountains National Park,109
Vascular Plant,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Yellowstone National Park,254
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Bryce National Park,114
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Great Smoky Mountains National Park,57
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Bryce National Park,88
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Yosemite National Park,144
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Yellowstone National Park,278
Vascular Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",No Intervention,Yosemite National Park,174
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Yellowstone National Park,254
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Bryce National Park,114
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Great Smoky Mountains National Park,57
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Bryce National Park,88
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Yosemite National Park,144
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Yellowstone National Park,278
Vascular Plant,Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",No Intervention,Yosemite National Park,174
Vascular Plant,Asclepias amplexicaulis,"Blunt-Leaved Milkweed, Clasping Milkweed",No Intervention,Yellowstone National Park,243
Vascular Plant,Asclepias amplexicaulis,"Blunt-Leaved Milkweed, Clasping Milkweed",No Intervention,Bryce National Park,80
Vascular Plant,Asclepias amplexicaulis,"Blunt-Leaved Milkweed, Clasping Milkweed",No Intervention,Great Smoky Mountains National Park,77
Vascular Plant,Asclepias amplexicaulis,"Blunt-Leaved Milkweed, Clasping Milkweed",No Intervention,Yosemite National Park,142
Vascular Plant,Asclepias exaltata,Poke Milkweed,No Intervention,Yosemite National Park,150
Vascular Plant,Asclepias exaltata,Poke Milkweed,No Intervention,Bryce National Park,83
Vascular Plant,Asclepias exaltata,Poke Milkweed,No Intervention,Yellowstone National Park,283
Vascular Plant,Asclepias exaltata,Poke Milkweed,No Intervention,Great Smoky Mountains National Park,56
Vascular Plant,Asclepias incarnata ssp. incarnata,Swamp Milkweed,No Intervention,Great Smoky Mountains National Park,81
Vascular Plant,Asclepias incarnata ssp. incarnata,Swamp Milkweed,No Intervention,Bryce National Park,111
Vascular Plant,Asclepias incarnata ssp. incarnata,Swamp Milkweed,No Intervention,Yellowstone National Park,232
Vascular Plant,Asclepias incarnata ssp. incarnata,Swamp Milkweed,No Intervention,Yosemite National Park,155
Vascular Plant,Asclepias incarnata ssp. pulchra,Swamp Milkweed,No Intervention,Yosemite National Park,149
Vascular Plant,Asclepias incarnata ssp. pulchra,Swamp Milkweed,No Intervention,Great Smoky Mountains National Park,67
Vascular Plant,Asclepias incarnata ssp. pulchra,Swamp Milkweed,No Intervention,Yellowstone National Park,233
Vascular Plant,Asclepias incarnata ssp. pulchra,Swamp Milkweed,No Intervention,Bryce National Park,87
Vascular Plant,Asclepias quadrifolia,"Four-Leaved Milkweed, Whorled Milkweed",No Intervention,Yosemite National Park,179
Vascular Plant,Asclepias quadrifolia,"Four-Leaved Milkweed, Whorled Milkweed",No Intervention,Bryce National Park,81
Vascular Plant,Asclepias quadrifolia,"Four-Leaved Milkweed, Whorled Milkweed",No Intervention,Yellowstone National Park,242
Vascular Plant,Asclepias quadrifolia,"Four-Leaved Milkweed, Whorled Milkweed",No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Asclepias syriaca,"Common Milkweed, Kansas Milkweed",No Intervention,Yosemite National Park,139
Vascular Plant,Asclepias syriaca,"Common Milkweed, Kansas Milkweed",No Intervention,Yellowstone National Park,273
Vascular Plant,Asclepias syriaca,"Common Milkweed, Kansas Milkweed",No Intervention,Bryce National Park,106
Vascular Plant,Asclepias syriaca,"Common Milkweed, Kansas Milkweed",No Intervention,Great Smoky Mountains National Park,78
Vascular Plant,Asclepias tuberosa,"Butterfly-Weed, Butterfly Milkweed",No Intervention,Bryce National Park,102
Vascular Plant,Asclepias tuberosa,"Butterfly-Weed, Butterfly Milkweed",No Intervention,Yellowstone National Park,205
Vascular Plant,Asclepias tuberosa,"Butterfly-Weed, Butterfly Milkweed",No Intervention,Yosemite National Park,137
Vascular Plant,Asclepias tuberosa,"Butterfly-Weed, Butterfly Milkweed",No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Asclepias variegata,White Milkweed,No Intervention,Yellowstone National Park,265
Vascular Plant,Asclepias variegata,White Milkweed,No Intervention,Bryce National Park,91
Vascular Plant,Asclepias variegata,White Milkweed,No Intervention,Great Smoky Mountains National Park,80
Vascular Plant,Asclepias variegata,White Milkweed,No Intervention,Yosemite National Park,142
Vascular Plant,Asclepias verticillata,Whorled Milkweed,No Intervention,Great Smoky Mountains National Park,39
Vascular Plant,Asclepias verticillata,Whorled Milkweed,No Intervention,Yosemite National Park,166
Vascular Plant,Asclepias verticillata,Whorled Milkweed,No Intervention,Yellowstone National Park,245
Vascular Plant,Asclepias verticillata,Whorled Milkweed,No Intervention,Bryce National Park,109
Vascular Plant,Cynanchum laeve,Cynanchum,No Intervention,Yellowstone National Park,236
Vascular Plant,Cynanchum laeve,Cynanchum,No Intervention,Great Smoky Mountains National Park,36
Vascular Plant,Cynanchum laeve,Cynanchum,No Intervention,Bryce National Park,70
Vascular Plant,Cynanchum laeve,Cynanchum,No Intervention,Yosemite National Park,114
Vascular Plant,Matelea gonocarpos,"Angular-Fruited Milkvine, Climbing Milkweed",No Intervention,Bryce National Park,93
Vascular Plant,Matelea gonocarpos,"Angular-Fruited Milkvine, Climbing Milkweed",No Intervention,Yellowstone National Park,237
Vascular Plant,Matelea gonocarpos,"Angular-Fruited Milkvine, Climbing Milkweed",No Intervention,Yosemite National Park,155
Vascular Plant,Matelea gonocarpos,"Angular-Fruited Milkvine, Climbing Milkweed",No Intervention,Great Smoky Mountains National Park,76
Vascular Plant,Matelea obliqua,Climbing Milkvine,No Intervention,Bryce National Park,95
Vascular Plant,Matelea obliqua,Climbing Milkvine,No Intervention,Yosemite National Park,118
Vascular Plant,Matelea obliqua,Climbing Milkvine,No Intervention,Yellowstone National Park,265
Vascular Plant,Matelea obliqua,Climbing Milkvine,No Intervention,Great Smoky Mountains National Park,91
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Yellowstone National Park,255
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Yosemite National Park,161
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Bryce National Park,74
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Bryce National Park,132
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Great Smoky Mountains National Park,60
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Yellowstone National Park,248
Vascular Plant,Vinca major,Large Periwinkle,No Intervention,Yosemite National Park,141
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Yellowstone National Park,255
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Yosemite National Park,161
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Bryce National Park,74
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Bryce National Park,132
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Great Smoky Mountains National Park,60
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Yellowstone National Park,248
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention,Yosemite National Park,141
Vascular Plant,Vinca minor,Periwinkle,No Intervention,Great Smoky Mountains National Park,74
Vascular Plant,Vinca minor,Periwinkle,No Intervention,Yosemite National Park,167
Vascular Plant,Vinca minor,Periwinkle,No Intervention,Bryce National Park,96
Vascular Plant,Vinca minor,Periwinkle,No Intervention,Yellowstone National Park,197
Vascular Plant,Bartonia paniculata,Twining Screwstem,No Intervention,Great Smoky Mountains National Park,60
Vascular Plant,Bartonia paniculata,Twining Screwstem,No Intervention,Yellowstone National Park,281
Vascular Plant,Bartonia paniculata,Twining Screwstem,No Intervention,Yosemite National Park,165
Vascular Plant,Bartonia paniculata,Twining Screwstem,No Intervention,Bryce National Park,84
Vascular Plant,Bartonia paniculata ssp. paniculata,Twining Screwstem,No Intervention,Yosemite National Park,146
Vascular Plant,Bartonia paniculata ssp. paniculata,Twining Screwstem,No Intervention,Bryce National Park,115
Vascular Plant,Bartonia paniculata ssp. paniculata,Twining Screwstem,No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Bartonia paniculata ssp. paniculata,Twining Screwstem,No Intervention,Yellowstone National Park,230
Vascular Plant,Bartonia virginica,"Bartonia, Yellow Screwstem",No Intervention,Great Smoky Mountains National Park,80
Vascular Plant,Bartonia virginica,"Bartonia, Yellow Screwstem",No Intervention,Yosemite National Park,133
Vascular Plant,Bartonia virginica,"Bartonia, Yellow Screwstem",No Intervention,Yellowstone National Park,265
Vascular Plant,Bartonia virginica,"Bartonia, Yellow Screwstem",No Intervention,Bryce National Park,77
Vascular Plant,Frasera caroliniensis,American Columbo,No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Frasera caroliniensis,American Columbo,No Intervention,Yosemite National Park,137
Vascular Plant,Frasera caroliniensis,American Columbo,No Intervention,Bryce National Park,89
Vascular Plant,Frasera caroliniensis,American Columbo,No Intervention,Yellowstone National Park,244
Vascular Plant,Gentiana clausa,Bottle Gentian,No Intervention,Bryce National Park,81
Vascular Plant,Gentiana clausa,Bottle Gentian,No Intervention,Great Smoky Mountains National Park,86
Vascular Plant,Gentiana clausa,Bottle Gentian,No Intervention,Yellowstone National Park,267
Vascular Plant,Gentiana clausa,Bottle Gentian,No Intervention,Yosemite National Park,127
Vascular Plant,Gentiana decora,"Mountain Gentian, Showy Gentian",No Intervention,Yellowstone National Park,249
Vascular Plant,Gentiana decora,"Mountain Gentian, Showy Gentian",No Intervention,Great Smoky Mountains National Park,112
Vascular Plant,Gentiana decora,"Mountain Gentian, Showy Gentian",No Intervention,Bryce National Park,124
Vascular Plant,Gentiana decora,"Mountain Gentian, Showy Gentian",No Intervention,Yosemite National Park,173
Vascular Plant,Gentiana linearis,"Linear-Leaved Gentian, Narrow-Leaved Gentian",No Intervention,Yellowstone National Park,246
Vascular Plant,Gentiana linearis,"Linear-Leaved Gentian, Narrow-Leaved Gentian",No Intervention,Yosemite National Park,163
Vascular Plant,Gentiana linearis,"Linear-Leaved Gentian, Narrow-Leaved Gentian",No Intervention,Great Smoky Mountains National Park,79
Vascular Plant,Gentiana linearis,"Linear-Leaved Gentian, Narrow-Leaved Gentian",No Intervention,Bryce National Park,92
Vascular Plant,Gentiana saponaria,"Soap Gentian, Soapwort Gentian",No Intervention,Yosemite National Park,137
Vascular Plant,Gentiana saponaria,"Soap Gentian, Soapwort Gentian",No Intervention,Yellowstone National Park,228
Vascular Plant,Gentiana saponaria,"Soap Gentian, Soapwort Gentian",No Intervention,Great Smoky Mountains National Park,61
Vascular Plant,Gentiana saponaria,"Soap Gentian, Soapwort Gentian",No Intervention,Bryce National Park,92
Vascular Plant,Gentiana villosa,"Hairy Gentian, Striped Gentian",No Intervention,Yosemite National Park,158
Vascular Plant,Gentiana villosa,"Hairy Gentian, Striped Gentian",No Intervention,Bryce National Park,126
Vascular Plant,Gentiana villosa,"Hairy Gentian, Striped Gentian",No Intervention,Great Smoky Mountains National Park,50
Vascular Plant,Gentiana villosa,"Hairy Gentian, Striped Gentian",No Intervention,Yellowstone National Park,273
Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,No Intervention,Great Smoky Mountains National Park,93
Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,No Intervention,Yosemite National Park,175
Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,No Intervention,Bryce National Park,110
Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,No Intervention,Yellowstone National Park,259
Vascular Plant,Obolaria virginica,"Pennywort, Virginia Pennywort",No Intervention,Yellowstone National Park,229
Vascular Plant,Obolaria virginica,"Pennywort, Virginia Pennywort",No Intervention,Bryce National Park,107
Vascular Plant,Obolaria virginica,"Pennywort, Virginia Pennywort",No Intervention,Great Smoky Mountains National Park,95
Vascular Plant,Obolaria virginica,"Pennywort, Virginia Pennywort",No Intervention,Yosemite National Park,144
Vascular Plant,Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",No Intervention,Great Smoky Mountains National Park,73
Vascular Plant,Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",No Intervention,Yosemite National Park,158
Vascular Plant,Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",No Intervention,Yellowstone National Park,268
Vascular Plant,Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",No Intervention,Bryce National Park,95
Vascular Plant,Sabatia campanulata,"Campanulate Sabatia, Slender Marsh Pink",No Intervention,Yosemite National Park,169
Vascular Plant,Sabatia campanulata,"Campanulate Sabatia, Slender Marsh Pink",No Intervention,Yellowstone National Park,267
Vascular Plant,Sabatia campanulata,"Campanulate Sabatia, Slender Marsh Pink",No Intervention,Bryce National Park,85
Vascular Plant,Sabatia campanulata,"Campanulate Sabatia, Slender Marsh Pink",No Intervention,Great Smoky Mountains National Park,82
Vascular Plant,Spigelia marilandica,"Indian Pink, Woodland Pinkroot",No Intervention,Bryce National Park,115
Vascular Plant,Spigelia marilandica,"Indian Pink, Woodland Pinkroot",No Intervention,Yellowstone National Park,287
Vascular Plant,Spigelia marilandica,"Indian Pink, Woodland Pinkroot",No Intervention,Great Smoky Mountains National Park,110
Vascular Plant,Spigelia marilandica,"Indian Pink, Woodland Pinkroot",No Intervention,Yosemite National Park,149
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",No Intervention,Yosemite National Park,180
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",No Intervention,Yellowstone National Park,267
Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",No Intervention,Bryce National Park,99
Vascular Plant,Cruciata pedemontana,"Narrow Bedstraw, Piedmont Bedstraw",No Intervention,Great Smoky Mountains National Park,85
Vascular Plant,Cruciata pedemontana,"Narrow Bedstraw, Piedmont Bedstraw",No Intervention,Yosemite National Park,143
Vascular Plant,Cruciata pedemontana,"Narrow Bedstraw, Piedmont Bedstraw",No Intervention,Bryce National Park,99
Vascular Plant,Cruciata pedemontana,"Narrow Bedstraw, Piedmont Bedstraw",No Intervention,Yellowstone National Park,247
Vascular Plant,Diodia teres,Rough Buttonweed,No Intervention,Great Smoky Mountains National Park,102
Vascular Plant,Diodia teres,Rough Buttonweed,No Intervention,Yosemite National Park,125
Vascular Plant,Diodia teres,Rough Buttonweed,No Intervention,Yellowstone National Park,266
Vascular Plant,Diodia teres,Rough Buttonweed,No Intervention,Bryce National Park,88
Vascular Plant,Diodia virginiana,"Larger Button-Weed, Virginia Buttonweed",No Intervention,Bryce National Park,87
Vascular Plant,Diodia virginiana,"Larger Button-Weed, Virginia Buttonweed",No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Diodia virginiana,"Larger Button-Weed, Virginia Buttonweed",No Intervention,Yellowstone National Park,243
Vascular Plant,Diodia virginiana,"Larger Button-Weed, Virginia Buttonweed",No Intervention,Yosemite National Park,125
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Yosemite National Park,134
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Yellowstone National Park,268
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Yellowstone National Park,222
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Bryce National Park,93
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Bryce National Park,98
Vascular Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",No Intervention,Yosemite National Park,132
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Yosemite National Park,134
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Yellowstone National Park,268
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Yellowstone National Park,222
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Bryce National Park,93
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Bryce National Park,98
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention,Yosemite National Park,132
Vascular Plant,Galium asprellum,Rough Bedstraw,No Intervention,Yellowstone National Park,249
Vascular Plant,Galium asprellum,Rough Bedstraw,No Intervention,Great Smoky Mountains National Park,68
Vascular Plant,Galium asprellum,Rough Bedstraw,No Intervention,Yosemite National Park,156
Vascular Plant,Galium asprellum,Rough Bedstraw,No Intervention,Bryce National Park,77
Vascular Plant,Galium circaezans,Wild Licorice,No Intervention,Great Smoky Mountains National Park,78
Vascular Plant,Galium circaezans,Wild Licorice,No Intervention,Bryce National Park,114
Vascular Plant,Galium circaezans,Wild Licorice,No Intervention,Yellowstone National Park,267
Vascular Plant,Galium circaezans,Wild Licorice,No Intervention,Yosemite National Park,165
Vascular Plant,Galium concinnum,Shining Bedstraw,No Intervention,Yellowstone National Park,256
Vascular Plant,Galium concinnum,Shining Bedstraw,No Intervention,Bryce National Park,140
Vascular Plant,Galium concinnum,Shining Bedstraw,No Intervention,Yosemite National Park,143
Vascular Plant,Galium concinnum,Shining Bedstraw,No Intervention,Great Smoky Mountains National Park,98
Vascular Plant,Galium lanceolatum,"Torrey's Wild Licorice, Yellow Wild Licorice",No Intervention,Yellowstone National Park,257
Vascular Plant,Galium lanceolatum,"Torrey's Wild Licorice, Yellow Wild Licorice",No Intervention,Great Smoky Mountains National Park,112
Vascular Plant,Galium lanceolatum,"Torrey's Wild Licorice, Yellow Wild Licorice",No Intervention,Yosemite National Park,149
Vascular Plant,Galium lanceolatum,"Torrey's Wild Licorice, Yellow Wild Licorice",No Intervention,Bryce National Park,76
Vascular Plant,Galium latifolium,"Broad-Leaved Bedstraw, Purple Bedstraw",No Intervention,Bryce National Park,115
Vascular Plant,Galium latifolium,"Broad-Leaved Bedstraw, Purple Bedstraw",No Intervention,Yellowstone National Park,245
Vascular Plant,Galium latifolium,"Broad-Leaved Bedstraw, Purple Bedstraw",No Intervention,Great Smoky Mountains National Park,46
Vascular Plant,Galium latifolium,"Broad-Leaved Bedstraw, Purple Bedstraw",No Intervention,Yosemite National Park,120
Vascular Plant,Galium obtusum,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",No Intervention,Yosemite National Park,114
Vascular Plant,Galium obtusum,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",No Intervention,Great Smoky Mountains National Park,96
Vascular Plant,Galium obtusum,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",No Intervention,Yellowstone National Park,249
Vascular Plant,Galium obtusum,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",No Intervention,Bryce National Park,96
Vascular Plant,Galium pedemontana,Narrow Bedstraw,No Intervention,Yosemite National Park,135
Vascular Plant,Galium pedemontana,Narrow Bedstraw,No Intervention,Great Smoky Mountains National Park,43
Vascular Plant,Galium pedemontana,Narrow Bedstraw,No Intervention,Yellowstone National Park,271
Vascular Plant,Galium pedemontana,Narrow Bedstraw,No Intervention,Bryce National Park,112
Vascular Plant,Galium pilosum,Hairy Bedstraw,No Intervention,Yosemite National Park,158
Vascular Plant,Galium pilosum,Hairy Bedstraw,No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Galium pilosum,Hairy Bedstraw,No Intervention,Bryce National Park,83
Vascular Plant,Galium pilosum,Hairy Bedstraw,No Intervention,Yellowstone National Park,218
Vascular Plant,Galium pilosum var. pilosum,Hairy Bedstraw,No Intervention,Great Smoky Mountains National Park,61
Vascular Plant,Galium pilosum var. pilosum,Hairy Bedstraw,No Intervention,Bryce National Park,127
Vascular Plant,Galium pilosum var. pilosum,Hairy Bedstraw,No Intervention,Yosemite National Park,164
Vascular Plant,Galium pilosum var. pilosum,Hairy Bedstraw,No Intervention,Yellowstone National Park,280
Vascular Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,No Intervention,Bryce National Park,137
Vascular Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,No Intervention,Yosemite National Park,137
Vascular Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,No Intervention,Yellowstone National Park,252
Vascular Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,No Intervention,Great Smoky Mountains National Park,112
Vascular Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",No Intervention,Great Smoky Mountains National Park,86
Vascular Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",No Intervention,Yosemite National Park,180
Vascular Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",No Intervention,Yellowstone National Park,246
Vascular Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",No Intervention,Bryce National Park,119
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Great Smoky Mountains National Park,87
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Bryce National Park,79
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Bryce National Park,113
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Great Smoky Mountains National Park,98
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Yosemite National Park,149
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Yellowstone National Park,237
Vascular Plant,Galium triflorum,Fragrant Bedstraw,No Intervention,Yosemite National Park,164
